epochs,test_kl_losses,test_losses,test_recon_losses,train_kl_losses,train_losses,train_recon_losses
86,21.271265957806563,30.75391552899335,9.482649584074277,24.565332961638852,40.139693288095565,15.574360328948028
87,20.819180153511667,37.15436141555374,16.335181133167165,24.5410420752618,39.40149045065279,14.860448382615793
88,20.409387330751162,31.24954991727262,10.840162663846403,24.530992261626835,39.69028087278477,15.159288609912279
89,20.69931339573216,31.52462742779706,10.825313735652614,24.51461667808578,39.44286995605076,14.928253277300625
90,20.69958238343935,30.0373734654607,9.337791674845928,24.519924223443766,39.62448451129537,15.104560319906492
91,20.463495460716455,39.27240809878788,18.80891243187157,24.50894669463351,39.32642190143316,14.817475209540085
92,20.64618682861328,30.48285994658599,9.836673272622598,24.476181022467326,39.28362747220285,14.807446436365487
93,20.806977297808672,31.46407668654983,10.657099620715991,24.47760158580008,39.599268942168266,15.121667365419952
94,20.534875148051494,30.75903170817607,10.224156328149745,24.475280855558175,39.65892430939603,15.183643450931323
95,20.71111740937104,31.310664512015677,10.599546690244932,24.47881618072579,39.377647097955304,14.898830901035986
96,20.793525747350746,31.22355553910539,10.430029791754645,24.474422882841424,39.48546368749413,15.011040799005736
97,20.49296368779363,31.98537316193452,11.492409628790778,24.448408597522977,40.17723055992007,15.728821956500987
98,20.485900311856657,30.81110655294882,10.325205893129915,24.449309125174135,39.46399211983197,15.01468300620092
99,20.498421952531146,30.584699476087415,10.086277652431178,24.46296653013452,39.38047952994118,14.917512998976221
